ID,Brand,Name,ScreenSize,CPU,RAM,HardDisk,DefaultPrice,SalePrice,Link,Website
1110,HP,"Laptop HP Pavilion 14-dv0512TU 46L81PA (Core i5-1135G7/ 8 GB, DDR4, 3200 MHz/ SSD 512 GB/ 14 FHD IPS/ Win11) - Hàng Chính Hãng",14,Intel Core i5,8GB,SSD: 512GB,18000000,18000000,https://tiki.vn/laptop-hp-pavilion-14-dv0512tu-46l81pa-core-i5-1135g7-8-gb-ddr4-3200-mhz-ssd-512-gb-14-fhd-ips-win11-hang-chinh-hang-p168318953.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.168318954&itm_medium=CPC&itm_source=tiki-reco&spid=168318954,Tiki
1111,Dell,"Laptop Dell Latitude 3520 i5 1135G7/8GB/256GB/15.6""F/Win10/(70251593)/Ðen - Hàng chính hãng",15.6,Intel Core i5,8GB,SSD: 256GB,24690000,22220000,https://tiki.vn/laptop-dell-latitude-3520-i5-1135g7-8gb-256gb-15-6-f-win10-70251593-den-hang-chinh-hang-p151839013.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.151839015&itm_medium=CPC&itm_source=tiki-reco&spid=151839015,Tiki
1112,Lenovo,"Laptop Lenovo Ideapad 3 15ITL6 Core i5-1135G7 / RAM 12GB / SSD 512GB / 15.6"" FHD C<U+1EA3>m <U+1EE8>ng / Win 10 - Hàng Nh<U+1EAD>p Kh<U+1EA9>u M<U+1EF9>",15.6,Intel Core i5,12GB,SSD: 512GB,19950000,18950000,https://tiki.vn/laptop-lenovo-ideapad-3-15itl6-core-i5-1135g7-ram-12gb-ssd-512gb-15-6-fhd-cam-ung-win-10-hang-nhap-khau-my-p170127642.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170127643&itm_medium=CPC&itm_source=tiki-reco&spid=170127643,Tiki
1113,Asus,Laptop Asus ZenBook UX425EA-KI843W (Core i7-1165G7/ 16GB/ 512GB SSD/ 14 FHD IPS/ Win11) - Hàng Chính Hãng,14,Intel Core i7,16GB,SSD: 512GB,28990000,28490000,https://tiki.vn/laptop-asus-zenbook-ux425ea-ki843w-core-i7-1165g7-16gb-512gb-ssd-14-fhd-ips-win11-hang-chinh-hang-p161165423.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.163909756&itm_medium=CPC&itm_source=tiki-reco&spid=163909756,Tiki
1114,Acer,Laptop Acer Aspire 3 A315-54-52HT NX.HM2SV.002 (Core i5-10210U/ 4GB DDR4 2133MHz Onboard/ 256GB SSD M.2 PCIE/ 15.6 FHD/ Win10) - Hàng Chính Hãng,15.6,Intel Core i5,4GB,SSD: 256GB,13290000,13290000,https://tiki.vn/laptop-acer-aspire-3-a315-54-52ht-nx-hm2sv-002-core-i5-10210u-4gb-ddr4-2133mhz-onboard-256gb-ssd-m-2-pcie-15-6-fhd-win10-hang-chinh-hang-p42892572.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.73330779&itm_medium=CPC&itm_source=tiki-reco&spid=73330779,Tiki
1115,Dell,Laptop Dell Vostro 3400 YX51W2 (Core i5-1135G7/ 8GB/ 256GB SSD/ MX330 2G /14 FHD/ Win10) - Hàng Chính Hãng,14,Intel Core i5,8GB,SSD: 256GB,22997000,17690000,https://tiki.vn/laptop-dell-vostro-3400-yx51w2-core-i5-1135g7-8gb-256gb-ssd-mx330-2g-14-fhd-win10-hang-chinh-hang-p81503770.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.133633912&itm_medium=CPC&itm_source=tiki-reco&spid=133633912,Tiki
1116,Dell,Laptop Dell Vostro 3500 P90F006CBL (Core i5-1135G7/ 8GB (1x8GB) DDR4 3200MHz/ 512GB M.2 PCIe NVMe SSD/ 15.6 FHD/ MX330 2GB/ Win10 + Office H&S 2019) - Hàng Chính Hãng,15.6,Intel Core i5,8GB,SSD: 512GB,18990000,18990000,https://tiki.vn/laptop-dell-vostro-3500-p90f006cbl-core-i5-1135g7-8gb-1x8gb-ddr4-3200mhz-512gb-m-2-pcie-nvme-ssd-15-6-fhd-mx330-2gb-win10-office-h-s-2019-hang-chinh-hang-p127358278.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.136943044&itm_medium=CPC&itm_source=tiki-reco&spid=136943044,Tiki
1117,HP,"Laptop HP Pavilion 14 dv0513TU i5 1135G7/8GB/256GB/14""F/Win11/(46L82PA)/Vàng - Hàng chính hãng",14,Intel Core i5,8GB,SSD: 256GB,17690000,17690000,https://tiki.vn/laptop-hp-pavilion-14-dv0513tu-i5-1135g7-8gb-256gb-14-f-win11-46l82pa-vang-hang-chinh-hang-p163871502.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170523805&itm_medium=CPC&itm_source=tiki-reco&spid=170523805,Tiki
1118,HP,Laptop HP HP 14s-fq1080AU 4K0Z7PA B<U+1EA1>c /Ryzen3-5300U/4G/256GSSD/14/W10 - Hàng Chính Hãng ,14,AMD Ryzen 3,4GB,SSD: 256GB,14250000,14250000,https://tiki.vn/laptop-hp-hp-14s-fq1080au-4k0z7pa-bac-ryzen3-5300u-4g-256gssd-14-w10-hang-chinh-hang-p139716070.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.168910999&itm_medium=CPC&itm_source=tiki-reco&spid=168910999,Tiki
1119,Lenovo,Laptop Lenovo Ideapad 3-15IML05 Core i3-10110U / RAM 8GB / SSD 256GB / 15.6 HD Touch / Win 10 - Hàng Nh<U+1EAD>p Kh<U+1EA9>u M<U+1EF9>,15.6,Intel Core i3,8GB,SSD: 256GB,14950000,14950000,https://tiki.vn/laptop-lenovo-ideapad-3-15iml05-core-i3-10110u-ram-8gb-ssd-256gb-15-6-hd-touch-win-10-hang-nhap-khau-my-p173131402.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.173131403&itm_medium=CPC&itm_source=tiki-reco&spid=173131403,Tiki
1120,Lenovo,"Laptop Lenovo Ideapad 3 15ITL6 i3 1115G4/8GB/512GB/15.6""F/Win11/(82H801NEVN)/Xám - Hàng chính hãng",15.6,Intel Core i3,8GB,SSD: 512GB,15490000,12990000,https://tiki.vn/laptop-lenovo-ideapad-3-15itl6-i3-1115g4-8gb-512gb-15-6-f-win11-82h801nevn-xam-hang-chinh-hang-p163871666.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.163871668&itm_medium=CPC&itm_source=tiki-reco&spid=163871668,Tiki
1121,Dell,Laptop DELL Vostro 14 3400 - YX51W6 ( i5-1135G7/8GD4/512SSD/14.0FHD/3C42WHr/ÐEN/W11SL+OFFICE HOME_ST/2GD5_MX330/ProS ) - Hàng Chính Hãng,14,Intel Core i5,8GB,SSD: 512GB,19990000,19990000,https://tiki.vn/laptop-dell-vostro-14-3400-yx51w6-i5-1135g7-8gd4-512ssd-14-0fhd-3c42whr-den-w11sl-office-home_st-2gd5_mx330-pros-hang-chinh-hang-p174651838.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.174651843&itm_medium=CPC&itm_source=tiki-reco&spid=174651843,Tiki
1122,HP,"Laptop HP 240 G8 i3 1005G1/4GB/512GB/14""F/Win10/(519A8PA)/B<U+1EA1>c - Hàng chính hãng",14,Intel Core i3,4GB,SSD: 512GB,13790000,12090000,https://tiki.vn/laptop-hp-240-g8-i3-1005g1-4gb-512gb-14-f-win10-519a8pa-bac-hang-chinh-hang-p155530401.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.155530403&itm_medium=CPC&itm_source=tiki-reco&spid=155530403,Tiki
1123,MSI,Laptop MSI Modern 15 A5M-239VN (AMD R7-5700U/ 8GB DDR4/ 512GB SSD/ 15.6 FHD IPS/ Win11) - Hàng Chính Hãng,15.6,AMD Ryzen 7,8GB,SSD: 512GB,19990000,19990000,https://tiki.vn/laptop-msi-modern-15-a5m-239vn-amd-r7-5700u-8gb-ddr4-512gb-ssd-15-6-fhd-ips-win11-hang-chinh-hang-p155830489.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170523887&itm_medium=CPC&itm_source=tiki-reco&spid=170523887,Tiki
1124,Gigabyte,"Laptop Gigabyte G5 i5 10500H/16GB/512GB/6GB RTX3060/15.6""F/144Hz/Win11/(KC-5S11130SB)/Ðen - Hàng chính hãng",15.6,Intel Core i5,16GB,SSD: 512GB,29990000,27990000,https://tiki.vn/laptop-gigabyte-g5-i5-10500h-16gb-512gb-6gb-rtx3060-15-6-f-144hz-win11-kc-5s11130sb-den-hang-chinh-hang-p151839034.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.151839035&itm_medium=CPC&itm_source=tiki-reco&spid=151839035,Tiki
1125,Asus,Laptop Asus ZenBook UX325EA-KG599W (Core i7-1165G7/ 16GB LPDDR4X/ 512GB SSD/ 13.3 FHD OLED/ Win11) - Hàng Chính Hãng,13.3,Intel Core i7,16GB,SSD: 512GB,29990000,29490000,https://tiki.vn/laptop-asus-zenbook-ux325ea-kg599w-core-i7-1165g7-16gb-lpddr4x-512gb-ssd-13-3-fhd-oled-win11-hang-chinh-hang-p155830352.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.163909759&itm_medium=CPC&itm_source=tiki-reco&spid=163909759,Tiki
1126,SINGPC,"Máy tính xách tay SingPC M16i5972 ( Intel Core i5-8259U, 4GB , SSD 256GB, 15.6 inch FHD, LAN, Wifi, Bluetooth, Free Dos) Hàng chính hãng",15.6,Apple M1,4GB,SSD: 256GB,14200000,13916000,https://tiki.vn/may-tinh-xach-tay-singpc-m16i5972-intel-core-i5-8259u-4gb-ssd-256gb-15-6-inch-fhd-lan-wifi-bluetooth-free-dos-hang-chinh-hang-p144448860.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.144448861&itm_medium=CPC&itm_source=tiki-reco&spid=144448861,Tiki
1127,LG,"Laptop LG Gram 14Z90P i7 1165G7/16GB/512GB/14""F/Win10/(14Z90P-G.AH75A5)/Ðen - Hàng chính hãng",14,Intel Core i7,16GB,SSD: 512GB,47890000,37890000,https://tiki.vn/laptop-lg-gram-14z90p-i7-1165g7-16gb-512gb-14-f-win10-14z90p-g-ah75a5-den-hang-chinh-hang-p136045719.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.136045720&itm_medium=CPC&itm_source=tiki-reco&spid=136045720,Tiki
1128,Lenovo,"Laptop Lenovo ThinkPad T14s Gen 1 20T0S01P00 , Hàng chính hãng, B<U+1EA3>o hành 1 nam",14,Intel Core i5,8GB,SSD: 512GB,29999000,28999000,https://tiki.vn/laptop-lenovo-thinkpad-t14s-bao-hanh-chinh-hang-1-nam-p176037592.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.176037593&itm_medium=CPC&itm_source=tiki-reco&spid=176037593,Tiki
1129,Acer,Laptop Acer Gaming Nitro 5 AN515-57-71VV (NH.QENSV.005) (i7 11800H/8GB Ram/512GB SSD/RTX3050 4G/15.6 inch FHD 144Hz/Win 11/Ðen) - Hàng chính hãng ,15.6,Intel Core i7,8GB,SSD: 512GB,25990000,25990000,https://tiki.vn/laptop-acer-gaming-nitro-5-an515-57-71vv-nh-qensv-005-i7-11800h-8gb-ram-512gb-ssd-rtx3050-4g-15-6-inch-fhd-144hz-win-11-den-hang-chinh-hang-p142366214.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.142366215&itm_medium=CPC&itm_source=tiki-reco&spid=142366215,Tiki
1130,HP,Laptop HP ProBook 440 G8 i5 1135G7/8GB/512GB/14''F/Win10/(51X10PA)/B<U+1EA1>c - Hàng chính hãng,14,Intel Core i5,8GB,SSD: 512GB,20990000,19690000,https://tiki.vn/laptop-hp-probook-440-g8-i5-1135g7-8gb-512gb-14-f-win10-51x10pa-bac-hang-chinh-hang-p163871613.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.163871615&itm_medium=CPC&itm_source=tiki-reco&spid=163871615,Tiki
1131,Acer,Laptop Acer Aspire 5 A514-54-540F (NX.A28SV.005) (i5 1135G7/8GB RAM/512GB SSD/14.0 inch FHD/Win10/B<U+1EA1>c) - Hàng chính hãng,14,Intel Core i5,8GB,SSD: 512GB,16990000,16990000,https://tiki.vn/laptop-acer-aspire-5-a514-54-540f-nx-a28sv-005-i5-1135g7-8gb-ram-512gb-ssd-14-0-inch-fhd-win10-bac-hang-chinh-hang-p140318209.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.140318210&itm_medium=CPC&itm_source=tiki-reco&spid=140318210,Tiki
1132,Asus,Laptop Asus Vivobook X515EP-EJ268T (i5 1135G7/8GB RAM/512GB SSD/15.6 FHD/MX330 2GB/Win 10/B<U+1EA1>c) - Hàng chính hãng,15.6,Intel Core i5,8GB,SSD: 512GB,18990000,18990000,https://tiki.vn/laptop-asus-vivobook-x515ep-ej268t-i5-1135g7-8gb-ram-512gb-ssd-15-6-fhd-mx330-2gb-win-10-bac-hang-chinh-hang-p159821787.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.159821788&itm_medium=CPC&itm_source=tiki-reco&spid=159821788,Tiki
1133,HP,Laptop HP 240 G8 519A4PA - Hàng chính hãng,14,Intel Core i3,4GB,SSD: 256GB,11790000,11790000,https://tiki.vn/laptop-hp-240-g8-519a4pa-p171056547.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.171056548&itm_medium=CPC&itm_source=tiki-reco&spid=171056548,Tiki
1134,Dell,"Laptop Dell Inspiron 15 3511 i5 1135G7/8GB/512GB/2GB MX350/15.6""F/OfficeHS/Win11/(70270650)/B<U+1EA1>c - Hàng chính hãng",15.6,Intel Core i5,8GB,SSD: 512GB,22490000,22490000,https://tiki.vn/laptop-dell-inspiron-15-3511-i5-1135g7-8gb-512gb-2gb-mx350-15-6-f-officehs-win11-70270650-bac-hang-chinh-hang-p163871466.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.169915253&itm_medium=CPC&itm_source=tiki-reco&spid=169915253,Tiki
1135,MSI,"Laptop MSI Modern 14 B11MOU i7 1195G7/8GB/512GB/14""F/Túi/Chu<U+1ED9>t/Win10/(618VN)/Xám - Hàng chính hãng",14,Intel Core i7,8GB,SSD: 512GB,21490000,20490000,https://tiki.vn/laptop-msi-modern-14-b11mou-i7-1195g7-8gb-512gb-14-f-tui-chuot-win10-618vn-xam-hang-chinh-hang-p155530344.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.155530345&itm_medium=CPC&itm_source=tiki-reco&spid=155530345,Tiki
1136,Lenovo,LapTop Lenovo IdeaPad 3 14ITL6 (82H700VLVN) | Intel Tiger Lake Core i5 _ 1135G7 | 8GB | 512GB SSD PCIe | VGA INTEL | 14 inch Full HD | Win 11 | Hàng Chính Hãng,14,Intel Core i5,8GB,SSD: 512GB,15950000,15950000,https://tiki.vn/laptop-lenovo-ideapad-3-14itl6-82h700vlvn-intel-tiger-lake-core-i5-_-1135g7-8gb-512gb-ssd-pcie-vga-intel-14-inch-full-hd-win-11-hang-chinh-hang-p170672295.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170672296&itm_medium=CPC&itm_source=tiki-reco&spid=170672296,Tiki
1137,Chuwi,Laptop LarkBook Intel Gemini-Lake N4120 Intel UHD Graphics 600 13.3 inch  8GB 256GB SSD 1*extra SS Up to 1T SSD - Hàng Chính Hãng,13.3,Intel Celeron,8GB,SSD: 256GB,10590000,8500000,https://tiki.vn/laptop-larkbook-intel-gemini-lake-n4120-intel-uhd-graphics-600-13-3-inch-8gb-256gb-ssd-1-extra-ss-up-to-1t-ssd-p177631977.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.177631978&itm_medium=CPC&itm_source=tiki-reco&spid=177631978,Tiki
1138,HP,Laptop HP 340s G7 (36A35PA) i5 1035G1 | 8GB RAM | 512GB SSD | 14 inch FHD | Win 10 | Xám - Hàng chính hãng,14,Intel Core i5,8GB,SSD: 512GB,18290000,18290000,https://tiki.vn/laptop-hp-340s-g7-36a35pa-i5-1035g1-8gb-ram-512gb-ssd-14-inch-fhd-win-10-xam-hang-chinh-hang-p136975279.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.136975283&itm_medium=CPC&itm_source=tiki-reco&spid=136975283,Tiki
1139,Acer,"Acer Nitro 5 AN515 57 5669 i5 11400H/8GB/512GB/4GB GTX1650/15.6""F/144Hz/Win11/(NH.QEHSV.001)/Ðen - Hàng chính hãng",15.6,Intel Core i5,8GB,SSD: 512GB,24687000,18490000,https://tiki.vn/acer-nitro-5-an515-57-5669-i5-11400h-8gb-512gb-4gb-gtx1650-15-6-f-144hz-win11-nh-qehsv-001-den-p149756673.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170283060&itm_medium=CPC&itm_source=tiki-reco&spid=170283060,Tiki
1140,Lenovo,Laptop Lenovo Yoga Slim 7 Carbon 14ACN6-82L0005BVN (Ryzen7-5800U - 1.9G / 16GB/ 1TB SSD / MX450 2GB / 14_2.8K OLED) - Hàng Chính Hãng,14,AMD Ryzen 7,16GB,SSD: 1TB,37990000,37990000,https://tiki.vn/laptop-lenovo-yoga-slim-7-pro-14ihu5-o-82nh008tvn-i7-11370h-16gb-ram-1tb-ssd-mx450-2gb-14-2-8k-oled-w11h-slate-grey-3y-premium-care-xam-hang-chinh-hang-p176473676.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.176473677&itm_medium=CPC&itm_source=tiki-reco&spid=176473677,Tiki
1141,HP,"Laptop HP Victus 16-d0198TX 4R0U0PA (Core i7-11800H/ 8GB DDR4/ 512GB SSD/ RTX 3050Ti/ 16.1 FHD IPS, 144Hz/ Win10) - Hàng Chính Hãng",16.1,Intel Core i7,8GB,SSD: 512GB,32490000,32490000,https://tiki.vn/laptop-hp-victus-16-d0198tx-4r0u0pa-core-i7-11800h-8gb-ddr4-512gb-ssd-rtx-3050ti-16-1-fhd-ips-144hz-win10-hang-chinh-hang-p150688410.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170523808&itm_medium=CPC&itm_source=tiki-reco&spid=170523808,Tiki
1142,Lenovo,"Laptop Lenovo IdeaPad Slim 5 14ITL05 82FE016PVN ( Corei5-1135G7 2.4G, 8G, SSD 256G, 14.0 FHD, W11 Home, FINGERPRINT READER, Platium Grey, 2Y Premium Care) - Hàng Chính Hãng",14,Intel Core i5,4GB,SSD: 256GB,18890000,18890000,https://tiki.vn/laptop-lenovo-ideapad-slim-5-14itl05-82fe016pvn-corei5-1135g7-2-4g-8g-ssd-256g-14-0-fhd-w11-home-fingerprint-reader-platium-grey-2y-premium-care-hang-chinh-hang-p174836888.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.174836890&itm_medium=CPC&itm_source=tiki-reco&spid=174836890,Tiki
1143,HP,"Laptop HP 14s cf2527TU i3 10110U/4GB/256GB/14""/Win11/(4K4A1PA)/B<U+1EA1>c - Hàng chính hãng",14,Intel Core i3,4GB,SSD: 256GB,12490000,9990000,https://tiki.vn/laptop-hp-14s-cf2527tu-i3-10110u-4gb-256gb-14-win11-4k4a1pa-bac-hang-chinh-hang-p163871478.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170523849&itm_medium=CPC&itm_source=tiki-reco&spid=170523849,Tiki
1144,HP,Laptop HP Pavilion x360 14-dy0076TU 46L94PA i5-1135G7 | 8GB | 512GB SSD | 14FHD Touch | VGA ON | Win11 | Gold - Hàng chính hãng,14,Intel Core i5,8GB,SSD: 512GB,20990000,20990000,https://tiki.vn/laptop-hp-pavilion-x360-14-dy0076tu-46l94pa-i5-1135g7-8gb-512gb-ssd-14fhd-touch-vga-on-win11-gold-hang-chinh-hang-p164427310.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.164427350&itm_medium=CPC&itm_source=tiki-reco&spid=164427350,Tiki
1145,MSI,"Laptop MSI Modern 14 B11SBU i5 1155G7/8GB/512GB/2GB MX450/14""F/Túi/Chu<U+1ED9>t/Win10/(669VN)/Ðen - Hàng chính hãng",14,Intel Core i5,8GB,SSD: 512GB,20490000,20190000,https://tiki.vn/laptop-msi-modern-14-b11sbu-i5-1155g7-8gb-512gb-2gb-mx450-14-f-tui-chuot-win10-669vn-den-hang-chinh-hang-p151839074.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.151839075&itm_medium=CPC&itm_source=tiki-reco&spid=151839075,Tiki
1146,Acer,"Laptop Acer Nitro AN515 57 720A i7 11800H/8GB/512GB/4GB RTX3050Ti/15.6""F/144Hz/Win11/(NH.QEQSV.004)/Ðen - Hàng chính hãng",15.6,Intel Core i7,8GB,SSD: 512GB,30490000,25910000,https://tiki.vn/laptop-acer-nitro-an515-57-720a-i7-11800h-8gb-512gb-4gb-rtx3050ti-15-6-f-144hz-win11-nh-qeqsv-004-den-hang-chinh-hang-p151839024.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.151839025&itm_medium=CPC&itm_source=tiki-reco&spid=151839025,Tiki
1147,HP,"Laptop HP Probook 440 G8 ( 2H0R6PA)/ 4GB/ 512G SSD/ 14""HD/ Windows 10/ Silver ( Hàng Chính Hãng )",14,Intel Core i3,4GB,SSD: 512GB,15360000,15360000,https://tiki.vn/laptop-hp-probook-440-g8-2h0r6pa-4gb-512g-ssd-14-hd-windows-10-silver-hang-chinh-hang-p176107094.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.176107095&itm_medium=CPC&itm_source=tiki-reco&spid=176107095,Tiki
1148,HP,Laptop Hp 340s G7 (i7-1065G7/8GD4/512GSSD/14.0FHD/FP/WL/BT/3C41WHr/XÁM/W10SL) - 36A37PA - Hàng chính hãng,14,Intel Core i7,8GB,SSD: 512GB,20490000,20490000,https://tiki.vn/laptop-hp-340s-g7-i7-1065g7-8gd4-512gssd-14-0fhd-fp-wl-bt-3c41whr-xam-w10sl-36a37pa-hang-chinh-hang-p86169230.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.86169231&itm_medium=CPC&itm_source=tiki-reco&spid=86169231,Tiki
1149,Dell,"Laptop Dell XPS 13 9310 i5 1135G7/8GB/512GB/13.4""F/Cáp/OfficeHS/Win11/(70273578)/B<U+1EA1>c - Hàng chính hãng",13.4,Intel Core i5,8GB,SSD: 512GB,41990000,37290000,https://tiki.vn/laptop-dell-xps-13-9310-i5-1135g7-8gb-512gb-13-4-f-cap-officehs-win11-70273578-bac-hang-chinh-hang-p163871463.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.163871465&itm_medium=CPC&itm_source=tiki-reco&spid=163871465,Tiki
1150,MSI,Laptop MSI Gaming Katana GF76 11UD-688VN (i7-11800H | 8GB | 512GB SSD| GeForce RTX 3050Ti 4GB | 17.3' FHD 144Hz 72% NTSC | Win 10/ Black) - Hàng Chính Hãng,17.3,Intel Core i7,8GB,SSD: 512GB,31490000,31490000,https://tiki.vn/laptop-msi-gaming-katana-gf76-11ud-688vn-i7-11800h-8gb-512gb-ssd-geforce-rtx-3050ti-4gb-17-3-fhd-144hz-72-ntsc-win-10-black-hang-chinh-hang-p173220735.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.173220736&itm_medium=CPC&itm_source=tiki-reco&spid=173220736,Tiki
1151,HP,"Laptop HP 340s G7 224L1PA i3 1005G1 | 4GB RAM | 512GB SSD | 14"" FHD | Win 10 | Xám - Hàng Chính Hãng",14,Intel Core i3,4GB,SSD: 512GB,13890000,13890000,https://tiki.vn/laptop-hp-340s-g7-224l1pa-i3-1005g1-4gb-ram-512gb-ssd-14-fhd-win-10-xam-hang-chinh-hang-p108591561.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.108591562&itm_medium=CPC&itm_source=tiki-reco&spid=108591562,Tiki
1152,HP,Laptop HP 240 G8 519A5PA (B<U+1EA1>c) - Hàng chính hãng,14,Intel Core i3,4GB,SSD: 512GB,12990000,12990000,https://tiki.vn/laptop-hp-240-g8-519a5pa-bac-hang-chinh-hang-p147356548.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202205250600_MD_batched_PID.170523804&itm_medium=CPC&itm_source=tiki-reco&spid=170523804,Tiki
